,Season,Episode,Character,Dialouge
63,4,8-Jul,Angela, No I left it on my night table your night table by the lamp
64,4,8-Jul,Dwight, You are incorrect I was recently scrubbing my room of memories and I didnt see it there
65,4,8-Jul,Angela, Fine
66,4,8-Jul,Dwight, My girlfriend and I broke up recently And I must say I am relieved Gives me a chance to sow my wild oats In the Schrute family we have a tradition where when the male has sx with another woman he is rewarded with a bag of wild oats left on his door step by his parents You can use these oats to make oatmeal bread whatever you want I dont care theyre your oats
67,4,8-Jul,Kevin, The bar uses an applause meter That is why its so important that you all come and applaud only for my band Scrantonicity 2 NOT Scrantonicity which I am no longer a part of Michael can I count on you
68,4,8-Jul,Michael, You can not I have a thing tonight
69,4,8-Jul,Kevin, Dammit
70,4,8-Jul,Jim, Uh Michael
71,4,8-Jul,Michael, What
72,4,8-Jul,Jim, That reminds me uh if the invitation still stands Pam and I would love to have dinner tonight
73,4,8-Jul,Michael, Oh no I have a thing tonight
74,4,8-Jul,Jim, Darn it
75,4,8-Jul,Pam, sht
76,4,8-Jul,Michael, How about this weekend
77,4,8-Jul,Jim, No cant
78,4,8-Jul,Pam, We only had tonight free and we really wanted to spend it with you
79,4,8-Jul,Michael, Dammit to hell IIugh ok All right
80,4,8-Jul,Jim, Where are you going out tonight
81,4,8-Jul,Michael, You wouldnt understand Its a secret
82,4,8-Jul,Jim, I wouldnt understand or a secret
83,4,8-Jul,Pam, You wouldnt understand Jim Its a secret
84,4,8-Jul,Michael, Im sorry Mr OBrian I didnt mean to interrupt your dinner I just have a very exciting offer My records indicate that you have expressed interest in losing some weight Well what if I told you that I have a pill that will make you 50 pounds lighter in 5 minutes How does that sound Amazing right Well it wont be that fast but it will it will be that easy
85,4,8-Jul,Jim, I cant believe this place is real I mean Ive heard about his beet farm for years but wow
86,4,8-Jul,Pam, The Beets Motel
87,4,8-Jul,Jim, The Beets Motel That is wow
88,4,8-Jul,Pam, Thank you Eh The Embassy Beets Radishon
89,4,8-Jul,Jim, How are you doing this
90,4,8-Jul,Pam, I dont know 
91,4,8-Jul,Pam, Oh my gosh
92,4,8-Jul,Michael, I just love sales I love it to death Its as simple as that And I dont get to do it enough as a manager so I took this second job I count it as a hobby Some people have golf or relaxing
93,4,8-Jul,Nick, Whats going on here
94,4,8-Jul,Michael, Hey I just got off the phone and I was gonna make another call
95,4,8-Jul,Nick, Were a legit operation with a license from the city I can show you We pay minimum wage against commision
96,4,8-Jul,Michael, No theyre with me so this is Nick Figaro manager to the stars
97,4,8-Jul,Dwight, We have three rooms each with a different theme
98,4,8-Jul,Pam, What are the themes
99,4,8-Jul,Dwight, American Irrigation and NightTime
100,4,8-Jul,Pam, Irrigation
101,4,8-Jul,Jim, Nice
102,4,8-Jul,Dwight, Ill put you down for Irrigation Well then do you have any special needs or diertary restrictions
103,4,8-Jul,Jim, Yes We will be requiring a bed time story
104,4,8-Jul,Dwight, No
105,4,8-Jul,Jim, Not even Harry Potter
106,4,8-Jul,Dwight, No Jim come on
107,4,8-Jul,Mose, But you promised
108,4,8-Jul,Dwight, Mose bags Now
109,4,8-Jul,Dwight, Here we are the Irrigation Room A very special room So Ill come get you before the tablemaking demonstration And as of this morning we are completely wireless here in Schrute Farms But as soon as I find out where Mose hid all the wires well get that power back on All righty
110,4,8-Jul,Nick, Everybody in the conference room In 5 minutes
111,4,8-Jul,Michael, These meetings are useless
112,4,8-Jul,Nick, I just want to remind you to stick to the script Improving the work So make the call say the lines make the sale Got it
113,4,8-Jul,Michael, Very inspirational 
114,4,8-Jul,Nick, Were offering a 50 bonus tonight to the guy with the most sales Ok
115,4,8-Jul,Co-Worker 1, Or a woman
116,4,8-Jul,Michael, Or a trained seal 
117,4,8-Jul,Nick, You could make jokes when youve made a sale there rookie ok 
118,4,8-Jul,Jim, Hmmm Id say 1 in 6
119,4,8-Jul,Pam, What
120,4,8-Jul,Jim, Oh I thought you asked me what our chances were in being mrderd here tonight
121,4,8-Jul,Jim, You know Ive just realized this is Pams and my first night away together I use to play it over my head and it was just a little bit different Maybe a uh nice hotel Or a romantic dinner Wine uh but wine that wasnt made out of beets Didnt think Dwight would be involved at all And uh I always imagined less manure I mean some manure just less
122,4,8-Jul,Dwight, Mose what are you doing No Mose Put the Put the manure down Put it down Do not throw it DO NOT THROW IT Ow
123,4,8-Jul,Michael, Yes is Mr Hudson there
124,4,8-Jul,Stanely,  Yes who is this
125,4,8-Jul,Michael, Im just calling because you responded positively to the
126,4,8-Jul,Stanely, Michael
127,4,8-Jul,Michael, Stanley
128,4,8-Jul,Stanley, Why are you calling me here at home
129,4,8-Jul,Michael,  Senor are you happy with your
130,4,8-Jul,Stanley, Michael I know thats you Why are you calling me here at home
131,4,8-Jul,Michael,  Have you Have you considered satellite television
132,4,8-Jul,Stanley, Michael I know thats you I know your voice Why are you calling me here at home 
133,4,8-Jul,Stanley,  When Im at home at night in my own house in my sweats drinking some red wine watching my mystery stories the last thing in the whole God forsaken world I want to hear is the voice of Michael Scott
134,4,8-Jul,Michael, Well your son sounds like hes really motivated I think its crazy the coach wont play him frankly
135,4,8-Jul,Nick,  My office
136,4,8-Jul,Michael, You bet
137,4,8-Jul,Nick, Just dial the number on the sheet and stick to the script Say those words exactly got it I dont know why we have to keep on having this conversation
138,4,8-Jul,Michael, Look I know sales and I had that sale I just needed a few more minutes
139,4,8-Jul,Nick, A few more minutes is a waste of our time
140,4,8-Jul,Michael, It is not a waste of our time
141,4,8-Jul,Nick, This is a trading game
142,4,8-Jul,Micael, No
143,4,8-Jul,Nick, You give a quick pitch You make the sale You move on Thats how Vikram does it
144,4,8-Jul,Michael, Vikram doesnt have my people skills
145,4,8-Jul,Nick, Good for Vikram because he outsells you every night
146,4,8-Jul,Michael, Well I hope this conversation has helped
147,4,8-Jul,Dwight,  And Harry saw the white hand raise its wand and felt Voldemorts surge of vicious anger Saw the frail old man on the floor write in agony Harry It was over quickly as it had come Harry stood shaking in the darkness clutching the gate in the garden his heart racing
148,4,8-Jul,Michael, What did you get tonight
149,4,8-Jul,Vikram, Oh it looks like mixed masala eggplant and rice
150,4,8-Jul,Michael, Oh that looks good
151,4,8-Jul,Vikram, Oh and what about you Peanut butter flavor again
152,4,8-Jul,Michael, I am going with the vanilla crisp this evening
153,4,8-Jul,Vikram, Enjoy
154,4,8-Jul,Michael, Thank you
155,4,8-Jul,Vikram, I was a surgeon back home
156,4,8-Jul,Michael, Really
157,4,8-Jul,Vikram, Oh yeah
158,4,8-Jul,Michael, Wonder what I wouldve been back home
159,4,8-Jul,Vikram, Well this is your home
160,4,8-Jul,Michael, I know but its competitive here Whats a dollar worth in your land Medical school must cost like 40 bucks or a donkey or something
161,4,8-Jul,Vikram, Uhh no
162,4,8-Jul,Michael, I wouldve been chief of surgery Or a cowboy
163,4,8-Jul,Jim,  Wait youre going up there
164,4,8-Jul,Pam, Yeah Coward
165,4,8-Jul,Pam,  Oh my God What century is this
166,4,8-Jul,Michael, You know what heres the thing about Die Hard 4 Die Hard one the original John McClane was just this normal guy You know hes just a normal New York City cop who gets his feet cut and gets beat up But hes an everyday guy In Die Hard 4 he is jumping a motorcycle into a helicopter In air You know Hes invincible It just sort of lost what Die Hard was Its not Terminator
167,4,8-Jul,Co-Worker 2, Dude you should review movies 
168,4,8-Jul,Michael, I actually wrote a movie
169,4,8-Jul,Co-Worker 3, Really
170,4,8-Jul,Michael, Im writing one yeah
171,4,8-Jul,Co-Worker 3, Whats it about
172,4,8-Jul,Michael, Um sort of a spy thriller
173,4,8-Jul,Nick, Whats so captivating  I like captivating things And this must be really captivating because its keeping you off the phones I mean time is your money thats how I know how captivating it is Because how much time you spend talking
174,4,8-Jul,Pam,  Ugh your turn
175,4,8-Jul,Dwight,  Come in Did you have another nightmare
176,4,8-Jul,Jim, Hey Dwight
177,4,8-Jul,Dwight, Oh Jim I thought you were Mose
178,4,8-Jul,Jim, Does Mose have nightmares
179,4,8-Jul,Jim, Oh yes Ever since the storm
180,4,8-Jul,Dwight, Is everything satisfactory with your stay
181,4,8-Jul,Jim, Yeah yeah
182,4,8-Jul,Dwight, Great
183,4,8-Jul,Jim, Just thought that I heard crying moaning or something in here
184,4,8-Jul,Dwight, Oh Well Ill look into that in the morning Thank you for bringing that to the attention of the staff
185,4,8-Jul,Jim, Good night Dwight 
186,4,8-Jul,Co-Worker 2, Yeah so were all gonna go out for a beer Do you wanna come
187,4,8-Jul,Co-Worker 3, Wed love for you to come Michael
188,4,8-Jul,Michael, Thanks no I have work tomorrow morning
189,4,8-Jul,Co-Worker 2, All right next time dude
190,4,8-Jul,Michael, Okay see you guys  Hey how you doin
191,4,8-Jul,Jan, You drive I had too much wine
192,4,8-Jul,Michael, Okay Hows yoga
193,4,8-Jul,Jan, I didnt go
194,4,8-Jul,Michael, WhWhy not
195,4,8-Jul,Jan, I just didnt
196,4,8-Jul,Michael, Okay
197,4,8-Jul,Jan, How was improv
198,4,8-Jul,Michael, Good night Vikram
199,4,8-Jul,Vikram, Good night
200,4,8-Jul,Michael, Hey congrats on the bonus
201,4,8-Jul,Vikram, Thank you Michael
202,4,8-Jul,Michael, Im gonna have it one of these nights
203,4,8-Jul,Vikram, Well if you concentrate and make your calls faster yeah
204,4,8-Jul,Michael, Good night
205,4,8-Jul,Vikram, Good night
206,4,8-Jul,Pam, Michael Morning Hey Dwight how are you
207,4,8-Jul,Dwight, Pam
208,4,8-Jul,Jim, You okay
209,4,8-Jul,Dwight, I am better than you have ever been or ever will be 
210,4,8-Jul,Ryan, Hey guys Whats happening Hows my favorite branch doin
211,4,8-Jul,Ryan, Okay Michael why dont you start us off
212,4,8-Jul,Michael, Um that wasnt much of an introduction
213,4,8-Jul,Ryan, Ladies and gentlemen your boss Michael Scott
214,4,8-Jul,Michael, Ahh still lame Okay All right Thank you Ryan for that wonderful introduction Okay um today were gonna be talking aboutPowerPoint PowerPoint PowerPoint PowerPoint
215,4,8-Jul,Michael, Yes I forgot about Ryans presentation And yes it would have been nice to do well with the first presentation he had given me But you know what else would have been nice Winning the lottery
216,4,8-Jul,Michael, And the best way to start is to hit start And up comes the toolbar thats what she said What we have to do here is go to Run and then you look up to PowerPoint And we are in We are going to register You hit register Updates are ready I should update Um estimated time 12 minutes so this should take 5 or 10 minutes
217,4,8-Jul,Ryan, Is this the first time you ever opened PowerPoint
218,4,8-Jul,Michael, Why
219,4,8-Jul,Ryan, You didnt prepare a presentation at all did you
220,4,8-Jul,Michael, No I had a really rough night and my boss can back you up on that
221,4,8-Jul,Ryan, Im your boss
222,4,8-Jul,Michael, My other boss Mr Figaro
223,4,8-Jul,Ryan, You have another job
224,4,8-Jul,Michael,30 pm and 1 am is no ones business but mine and my other business
225,4,8-Jul,Jim, Are you a cocktail waitress
226,4,8-Jul,Ryan, You can not have another job if it affects your work here
227,4,8-Jul,Michael, It wont
228,4,8-Jul,Ryan, It did all ready
229,4,8-Jul,Michael, Okay honestly it was unlikely I was gonna figure this out anyways 
230,4,8-Jul,Kelly, Youre so funny
231,4,8-Jul,Ryan, Why is Darryl here He works in the warehouse
232,4,8-Jul,Kelly, I invited him
233,4,8-Jul,Ryan, Its not a party Darryl back downstairs this isnt information you need
234,4,8-Jul,Darryl, Theres information here Yeah youre right I dont need this
235,4,8-Jul,Kelly, Okay 
236,4,8-Jul,Darryl, Hey get off
237,4,8-Jul,Kelly, Umm see you later tonight
238,4,8-Jul,Darryl, I have plans later
239,4,8-Jul,Kelly, Okay bye honey
